"workerid","proliferate.condition","block_sequence","exposure_condition","first_response_value","group","item_number","item_type","phase","response","sentence_id","test_condition","trial_sequence_total","wrong_attempts","time_in_minutes","error","phase2"
890,"condition1",6,"SUBJ",NA,"match","104","FILL","exposure",0.99,184,"SUBJ",22,NA,9.30363333333333,NA,"exposure"
890,"condition1",6,"SUBJ",NA,"match","22","SUBJ","exposure",0.25,87,"SUBJ",23,NA,9.30363333333333,NA,"exposure"
890,"condition1",6,"SUBJ",NA,"match","10","SUBJ","exposure",0.44,39,"SUBJ",24,NA,9.30363333333333,NA,"exposure"
890,"condition1",101,"SUBJ",NA,"match","18","SUBJ","test",0.33,71,"SUBJ",25,NA,9.30363333333333,NA,"test"
890,"condition1",101,"SUBJ",NA,"match","122","UNGRAM","test",0.03,202,"SUBJ",26,NA,9.30363333333333,NA,"test"
890,"condition1",101,"SUBJ",NA,"match","101","FILL","test",0.99,181,"SUBJ",27,NA,9.30363333333333,NA,"test"
890,"condition1",101,"SUBJ",NA,"match","19","SUBJ","test",0.23,75,"SUBJ",28,NA,9.30363333333333,NA,"test"
890,"condition1",102,"SUBJ",NA,"match","106","FILL","test",1,186,"SUBJ",29,NA,9.30363333333333,NA,"test"
890,"condition1",102,"SUBJ",NA,"match","124","UNGRAM","test",0.08,204,"SUBJ",30,NA,9.30363333333333,NA,"test"
890,"condition1",102,"SUBJ",NA,"match","16","SUBJ","test",0.38,63,"SUBJ",31,NA,9.30363333333333,NA,"test"
890,"condition1",102,"SUBJ",NA,"match","17","SUBJ","test",0.41,67,"SUBJ",32,NA,9.30363333333333,NA,"test"
890,"condition1",103,"SUBJ",NA,"match","13","SUBJ","test",0.33,51,"SUBJ",33,NA,9.30363333333333,NA,"test"
890,"condition1",103,"SUBJ",NA,"match","14","SUBJ","test",0.4,55,"SUBJ",34,NA,9.30363333333333,NA,"test"
890,"condition1",103,"SUBJ",NA,"match","108","FILL","test",0.98,188,"SUBJ",35,NA,9.30363333333333,NA,"test"
890,"condition1",103,"SUBJ",NA,"match","118","UNGRAM","test",0.01,198,"SUBJ",36,NA,9.30363333333333,NA,"test"
890,"condition1",104,"SUBJ",NA,"match","125","UNGRAM","test",0,205,"SUBJ",37,NA,9.30363333333333,NA,"test"
890,"condition1",104,"SUBJ",NA,"match","103","FILL","test",0.99,183,"SUBJ",38,NA,9.30363333333333,NA,"test"
890,"condition1",104,"SUBJ",NA,"match","8","SUBJ","test",0.45,31,"SUBJ",39,NA,9.30363333333333,NA,"test"
890,"condition1",104,"SUBJ",NA,"match","9","SUBJ","test",0.21,35,"SUBJ",40,NA,9.30363333333333,NA,"test"
890,"condition1",105,"SUBJ",NA,"match","123","UNGRAM","test",0.03,203,"SUBJ",41,NA,9.30363333333333,NA,"test"
890,"condition1",105,"SUBJ",NA,"match","5","SUBJ","test",0.38,19,"SUBJ",42,NA,9.30363333333333,NA,"test"
890,"condition1",105,"SUBJ",NA,"match","105","FILL","test",1,185,"SUBJ",43,NA,9.30363333333333,NA,"test"
890,"condition1",105,"SUBJ",NA,"match","2","SUBJ","test",0.49,7,"SUBJ",44,NA,9.30363333333333,NA,"test"
944,"condition1",1,"POLAR",NA,"control","120","UNGRAM","exposure",0,200,"SUBJ",1,NA,6.93296666666667,NA,"pre-exposure"
944,"condition1",1,"POLAR",NA,"control","3","POLAR","exposure",0.93,12,"SUBJ",2,NA,6.93296666666667,NA,"pre-exposure"
944,"condition1",1,"POLAR",NA,"control","5","POLAR","exposure",0.94,20,"SUBJ",3,NA,6.93296666666667,NA,"pre-exposure"
944,"condition1",1,"POLAR",NA,"control","109","FILL","exposure",0.94,189,"SUBJ",4,NA,6.93296666666667,NA,"pre-exposure"
944,"condition1",2,"POLAR",NA,"control","9","POLAR","exposure",0.35,36,"SUBJ",5,NA,6.93296666666667,NA,"pre-exposure"
944,"condition1",2,"POLAR",NA,"control","123","UNGRAM","exposure",0.1,203,"SUBJ",6,NA,6.93296666666667,NA,"pre-exposure"
944,"condition1",2,"POLAR",NA,"control","11","POLAR","exposure",0.74,44,"SUBJ",7,NA,6.93296666666667,NA,"exposure"
944,"condition1",2,"POLAR",NA,"control","106","FILL","exposure",0.08,186,"SUBJ",8,NA,6.93296666666667,NA,"exposure"
944,"condition1",3,"POLAR",NA,"control","2","POLAR","exposure",0.89,8,"SUBJ",9,NA,6.93296666666667,NA,"exposure"
944,"condition1",3,"POLAR",NA,"control","8","POLAR","exposure",0.93,32,"SUBJ",10,NA,6.93296666666667,NA,"exposure"
944,"condition1",3,"POLAR",NA,"control","125","UNGRAM","exposure",0.04,205,"SUBJ",11,NA,6.93296666666667,NA,"exposure"
944,"condition1",3,"POLAR",NA,"control","101","FILL","exposure",0.96,181,"SUBJ",12,NA,6.93296666666667,NA,"exposure"
944,"condition1",4,"POLAR",NA,"control","15","POLAR","exposure",0.92,60,"SUBJ",13,NA,6.93296666666667,NA,"exposure"
944,"condition1",4,"POLAR",NA,"control","103","FILL","exposure",0.94,183,"SUBJ",14,NA,6.93296666666667,NA,"exposure"
944,"condition1",4,"POLAR",NA,"control","7","POLAR","exposure",0.08,28,"SUBJ",15,NA,6.93296666666667,NA,"exposure"
944,"condition1",4,"POLAR",NA,"control","127","UNGRAM","exposure",0.04,207,"SUBJ",16,NA,6.93296666666667,NA,"exposure"
944,"condition1",5,"POLAR",NA,"control","10","POLAR","exposure",0.9,40,"SUBJ",17,NA,6.93296666666667,NA,"exposure"
944,"condition1",5,"POLAR",NA,"control","121","UNGRAM","exposure",0.07,201,"SUBJ",18,NA,6.93296666666667,NA,"exposure"
944,"condition1",5,"POLAR",NA,"control","111","FILL","exposure",0.92,191,"SUBJ",19,NA,6.93296666666667,NA,"exposure"
944,"condition1",5,"POLAR",NA,"control","6","POLAR","exposure",0.89,24,"SUBJ",20,NA,6.93296666666667,NA,"exposure"
944,"condition1",6,"POLAR",NA,"control","107","FILL","exposure",0.92,187,"SUBJ",21,NA,6.93296666666667,NA,"exposure"
944,"condition1",6,"POLAR",NA,"control","18","POLAR","exposure",0.96,72,"SUBJ",22,NA,6.93296666666667,NA,"exposure"
944,"condition1",6,"POLAR",NA,"control","119","UNGRAM","exposure",0.06,199,"SUBJ",23,NA,6.93296666666667,NA,"exposure"
944,"condition1",6,"POLAR",NA,"control","4","POLAR","exposure",0.93,16,"SUBJ",24,NA,6.93296666666667,NA,"exposure"
944,"condition1",101,"POLAR",NA,"control","21","SUBJ","test",0.89,83,"SUBJ",25,NA,6.93296666666667,NA,"test"
944,"condition1",101,"POLAR",NA,"control","110","FILL","test",0.93,190,"SUBJ",26,NA,6.93296666666667,NA,"test"
944,"condition1",101,"POLAR",NA,"control","118","UNGRAM","test",0.01,198,"SUBJ",27,NA,6.93296666666667,NA,"test"
944,"condition1",101,"POLAR",NA,"control","22","SUBJ","test",0.92,87,"SUBJ",28,NA,6.93296666666667,NA,"test"
944,"condition1",102,"POLAR",NA,"control","19","SUBJ","test",0.16,75,"SUBJ",29,NA,6.93296666666667,NA,"test"
944,"condition1",102,"POLAR",NA,"control","20","SUBJ","test",0.88,79,"SUBJ",30,NA,6.93296666666667,NA,"test"
944,"condition1",102,"POLAR",NA,"control","122","UNGRAM","test",0.05,202,"SUBJ",31,NA,6.93296666666667,NA,"test"
944,"condition1",102,"POLAR",NA,"control","108","FILL","test",0.8,188,"SUBJ",32,NA,6.93296666666667,NA,"test"
944,"condition1",103,"POLAR",NA,"control","16","SUBJ","test",0.84,63,"SUBJ",33,NA,6.93296666666667,NA,"test"
944,"condition1",103,"POLAR",NA,"control","124","UNGRAM","test",0.07,204,"SUBJ",34,NA,6.93296666666667,NA,"test"
944,"condition1",103,"POLAR",NA,"control","17","SUBJ","test",0.61,67,"SUBJ",35,NA,6.93296666666667,NA,"test"
944,"condition1",103,"POLAR",NA,"control","102","FILL","test",0.89,182,"SUBJ",36,NA,6.93296666666667,NA,"test"
944,"condition1",104,"POLAR",NA,"control","117","UNGRAM","test",0.03,197,"SUBJ",37,NA,6.93296666666667,NA,"test"
944,"condition1",104,"POLAR",NA,"control","14","SUBJ","test",0.25,55,"SUBJ",38,NA,6.93296666666667,NA,"test"
944,"condition1",104,"POLAR",NA,"control","13","SUBJ","test",0.03,51,"SUBJ",39,NA,6.93296666666667,NA,"test"
944,"condition1",104,"POLAR",NA,"control","105","FILL","test",0.75,185,"SUBJ",40,NA,6.93296666666667,NA,"test"
944,"condition1",105,"POLAR",NA,"control","104","FILL","test",0.92,184,"SUBJ",41,NA,6.93296666666667,NA,"test"
944,"condition1",105,"POLAR",NA,"control","126","UNGRAM","test",0.14,206,"SUBJ",42,NA,6.93296666666667,NA,"test"
944,"condition1",105,"POLAR",NA,"control","12","SUBJ","test",0.84,47,"SUBJ",43,NA,6.93296666666667,NA,"test"
944,"condition1",105,"POLAR",NA,"control","1","SUBJ","test",0.89,3,"SUBJ",44,NA,6.93296666666667,NA,"test"
860,"condition1",1,"POLAR",NA,"control","16","POLAR","exposure",0.98,64,"SUBJ",1,NA,11.3221833333333,NA,"pre-exposure"
860,"condition1",1,"POLAR",NA,"control","102","FILL","exposure",1,182,"SUBJ",2,NA,11.3221833333333,NA,"pre-exposure"
860,"condition1",1,"POLAR",NA,"control","13","POLAR","exposure",0.99,52,"SUBJ",3,NA,11.3221833333333,NA,"pre-exposure"
860,"condition1",1,"POLAR",NA,"control","117","UNGRAM","exposure",0.02,197,"SUBJ",4,NA,11.3221833333333,NA,"pre-exposure"
860,"condition1",2,"POLAR",NA,"control","122","UNGRAM","exposure",0.01,202,"SUBJ",5,NA,11.3221833333333,NA,"pre-exposure"
860,"condition1",2,"POLAR",NA,"control","104","FILL","exposure",0.98,184,"SUBJ",6,NA,11.3221833333333,NA,"pre-exposure"
860,"condition1",2,"POLAR",NA,"control","18","POLAR","exposure",0.98,72,"SUBJ",7,NA,11.3221833333333,NA,"exposure"
860,"condition1",2,"POLAR",NA,"control","8","POLAR","exposure",0.99,32,"SUBJ",8,NA,11.3221833333333,NA,"exposure"
860,"condition1",3,"POLAR",NA,"control","21","POLAR","exposure",0.98,84,"SUBJ",9,NA,11.3221833333333,NA,"exposure"
860,"condition1",3,"POLAR",NA,"control","108","FILL","exposure",0.99,188,"SUBJ",10,NA,11.3221833333333,NA,"exposure"
860,"condition1",3,"POLAR",NA,"control","127","UNGRAM","exposure",0.01,207,"SUBJ",11,NA,11.3221833333333,NA,"exposure"
860,"condition1",3,"POLAR",NA,"control","20","POLAR","exposure",0.98,80,"SUBJ",12,NA,11.3221833333333,NA,"exposure"
860,"condition1",4,"POLAR",NA,"control","119","UNGRAM","exposure",0.02,199,"SUBJ",13,NA,11.3221833333333,NA,"exposure"
860,"condition1",4,"POLAR",NA,"control","105","FILL","exposure",0.98,185,"SUBJ",14,NA,11.3221833333333,NA,"exposure"
860,"condition1",4,"POLAR",NA,"control","2","POLAR","exposure",0.99,8,"SUBJ",15,NA,11.3221833333333,NA,"exposure"
860,"condition1",4,"POLAR",NA,"control","9","POLAR","exposure",0.98,36,"SUBJ",16,NA,11.3221833333333,NA,"exposure"
860,"condition1",5,"POLAR",NA,"control","121","UNGRAM","exposure",0.03,201,"SUBJ",17,NA,11.3221833333333,NA,"exposure"
860,"condition1",5,"POLAR",NA,"control","14","POLAR","exposure",0.99,56,"SUBJ",18,NA,11.3221833333333,NA,"exposure"
860,"condition1",5,"POLAR",NA,"control","12","POLAR","exposure",0.97,48,"SUBJ",19,NA,11.3221833333333,NA,"exposure"
860,"condition1",5,"POLAR",NA,"control","101","FILL","exposure",0.97,181,"SUBJ",20,NA,11.3221833333333,NA,"exposure"
860,"condition1",6,"POLAR",NA,"control","22","POLAR","exposure",0.96,88,"SUBJ",21,NA,11.3221833333333,NA,"exposure"
860,"condition1",6,"POLAR",NA,"control","110","FILL","exposure",0.99,190,"SUBJ",22,NA,11.3221833333333,NA,"exposure"
860,"condition1",6,"POLAR",NA,"control","11","POLAR","exposure",0.98,44,"SUBJ",23,NA,11.3221833333333,NA,"exposure"
860,"condition1",6,"POLAR",NA,"control","125","UNGRAM","exposure",0.01,205,"SUBJ",24,NA,11.3221833333333,NA,"exposure"
860,"condition1",101,"POLAR",NA,"control","118","UNGRAM","test",0.04,198,"SUBJ",25,NA,11.3221833333333,NA,"test"
860,"condition1",101,"POLAR",NA,"control","103","FILL","test",0.99,183,"SUBJ",26,NA,11.3221833333333,NA,"test"
860,"condition1",101,"POLAR",NA,"control","19","SUBJ","test",0.91,75,"SUBJ",27,NA,11.3221833333333,NA,"test"
860,"condition1",101,"POLAR",NA,"control","17","SUBJ","test",0.98,67,"SUBJ",28,NA,11.3221833333333,NA,"test"
860,"condition1",102,"POLAR",NA,"control","10","SUBJ","test",0.98,39,"SUBJ",29,NA,11.3221833333333,NA,"test"
860,"condition1",102,"POLAR",NA,"control","15","SUBJ","test",0.98,59,"SUBJ",30,NA,11.3221833333333,NA,"test"
860,"condition1",102,"POLAR",NA,"control","109","FILL","test",0.98,189,"SUBJ",31,NA,11.3221833333333,NA,"test"
860,"condition1",102,"POLAR",NA,"control","124","UNGRAM","test",0.05,204,"SUBJ",32,NA,11.3221833333333,NA,"test"
860,"condition1",103,"POLAR",NA,"control","106","FILL","test",0.96,186,"SUBJ",33,NA,11.3221833333333,NA,"test"
860,"condition1",103,"POLAR",NA,"control","7","SUBJ","test",0.98,27,"SUBJ",34,NA,11.3221833333333,NA,"test"
860,"condition1",103,"POLAR",NA,"control","6","SUBJ","test",0.97,23,"SUBJ",35,NA,11.3221833333333,NA,"test"
860,"condition1",103,"POLAR",NA,"control","120","UNGRAM","test",0.03,200,"SUBJ",36,NA,11.3221833333333,NA,"test"
860,"condition1",104,"POLAR",NA,"control","4","SUBJ","test",0.97,15,"SUBJ",37,NA,11.3221833333333,NA,"test"
860,"condition1",104,"POLAR",NA,"control","5","SUBJ","test",0.96,19,"SUBJ",38,NA,11.3221833333333,NA,"test"
860,"condition1",104,"POLAR",NA,"control","107","FILL","test",0.99,187,"SUBJ",39,NA,11.3221833333333,NA,"test"
860,"condition1",104,"POLAR",NA,"control","126","UNGRAM","test",0,206,"SUBJ",40,NA,11.3221833333333,NA,"test"
860,"condition1",105,"POLAR",NA,"control","1","SUBJ","test",0.96,3,"SUBJ",41,NA,11.3221833333333,NA,"test"
860,"condition1",105,"POLAR",NA,"control","3","SUBJ","test",0.98,11,"SUBJ",42,NA,11.3221833333333,NA,"test"
860,"condition1",105,"POLAR",NA,"control","111","FILL","test",0.98,191,"SUBJ",43,NA,11.3221833333333,NA,"test"
860,"condition1",105,"POLAR",NA,"control","123","UNGRAM","test",0.01,203,"SUBJ",44,NA,11.3221833333333,NA,"test"
905,"condition1",1,"WH",NA,"mismatch","121","UNGRAM","exposure",0,201,"SUBJ",1,NA,9.53171666666667,NA,"pre-exposure"
905,"condition1",1,"WH",NA,"mismatch","108","FILL","exposure",0.97,188,"SUBJ",2,NA,9.53171666666667,NA,"pre-exposure"
905,"condition1",1,"WH",NA,"mismatch","9","WH","exposure",0.02,34,"SUBJ",3,NA,9.53171666666667,NA,"pre-exposure"
905,"condition1",1,"WH",NA,"mismatch","12","WH","exposure",0.01,46,"SUBJ",4,NA,9.53171666666667,NA,"pre-exposure"
905,"condition1",2,"WH",NA,"mismatch","5","WH","exposure",0.02,18,"SUBJ",5,NA,9.53171666666667,NA,"pre-exposure"
905,"condition1",2,"WH",NA,"mismatch","6","WH","exposure",0.01,22,"SUBJ",6,NA,9.53171666666667,NA,"pre-exposure"
905,"condition1",2,"WH",NA,"mismatch","107","FILL","exposure",0.48,187,"SUBJ",7,NA,9.53171666666667,NA,"exposure"
905,"condition1",2,"WH",NA,"mismatch","126","UNGRAM","exposure",0,206,"SUBJ",8,NA,9.53171666666667,NA,"exposure"
905,"condition1",3,"WH",NA,"mismatch","120","UNGRAM","exposure",0.01,200,"SUBJ",9,NA,9.53171666666667,NA,"exposure"
905,"condition1",3,"WH",NA,"mismatch","21","WH","exposure",0.01,82,"SUBJ",10,NA,9.53171666666667,NA,"exposure"
905,"condition1",3,"WH",NA,"mismatch","106","FILL","exposure",0.97,186,"SUBJ",11,NA,9.53171666666667,NA,"exposure"
905,"condition1",3,"WH",NA,"mismatch","11","WH","exposure",0,42,"SUBJ",12,NA,9.53171666666667,NA,"exposure"
905,"condition1",4,"WH",NA,"mismatch","19","WH","exposure",0.01,74,"SUBJ",13,NA,9.53171666666667,NA,"exposure"
905,"condition1",4,"WH",NA,"mismatch","13","WH","exposure",0.02,50,"SUBJ",14,NA,9.53171666666667,NA,"exposure"
905,"condition1",4,"WH",NA,"mismatch","102","FILL","exposure",0.98,182,"SUBJ",15,NA,9.53171666666667,NA,"exposure"
905,"condition1",4,"WH",NA,"mismatch","122","UNGRAM","exposure",0.02,202,"SUBJ",16,NA,9.53171666666667,NA,"exposure"
905,"condition1",5,"WH",NA,"mismatch","105","FILL","exposure",0.02,185,"SUBJ",17,NA,9.53171666666667,NA,"exposure"
905,"condition1",5,"WH",NA,"mismatch","10","WH","exposure",0.01,38,"SUBJ",18,NA,9.53171666666667,NA,"exposure"
905,"condition1",5,"WH",NA,"mismatch","118","UNGRAM","exposure",0,198,"SUBJ",19,NA,9.53171666666667,NA,"exposure"
905,"condition1",5,"WH",NA,"mismatch","4","WH","exposure",0.01,14,"SUBJ",20,NA,9.53171666666667,NA,"exposure"
905,"condition1",6,"WH",NA,"mismatch","125","UNGRAM","exposure",0.02,205,"SUBJ",21,NA,9.53171666666667,NA,"exposure"
905,"condition1",6,"WH",NA,"mismatch","3","WH","exposure",0,10,"SUBJ",22,NA,9.53171666666667,NA,"exposure"
905,"condition1",6,"WH",NA,"mismatch","18","WH","exposure",0.01,70,"SUBJ",23,NA,9.53171666666667,NA,"exposure"
905,"condition1",6,"WH",NA,"mismatch","103","FILL","exposure",0.99,183,"SUBJ",24,NA,9.53171666666667,NA,"exposure"
905,"condition1",101,"WH",NA,"mismatch","110","FILL","test",0.97,190,"SUBJ",25,NA,9.53171666666667,NA,"test"
905,"condition1",101,"WH",NA,"mismatch","117","UNGRAM","test",0,197,"SUBJ",26,NA,9.53171666666667,NA,"test"
905,"condition1",101,"WH",NA,"mismatch","22","SUBJ","test",0.01,87,"SUBJ",27,NA,9.53171666666667,NA,"test"
905,"condition1",101,"WH",NA,"mismatch","20","SUBJ","test",0.01,79,"SUBJ",28,NA,9.53171666666667,NA,"test"
905,"condition1",102,"WH",NA,"mismatch","16","SUBJ","test",0.02,63,"SUBJ",29,NA,9.53171666666667,NA,"test"
905,"condition1",102,"WH",NA,"mismatch","123","UNGRAM","test",0.01,203,"SUBJ",30,NA,9.53171666666667,NA,"test"
905,"condition1",102,"WH",NA,"mismatch","101","FILL","test",1,181,"SUBJ",31,NA,9.53171666666667,NA,"test"
905,"condition1",102,"WH",NA,"mismatch","17","SUBJ","test",0.02,67,"SUBJ",32,NA,9.53171666666667,NA,"test"
