workerid,proliferate.condition,block_sequence,exposure_condition,first_response_value,group,item_number,item_type,phase,response,sentence_id,test_condition,trial_sequence_total,wrong_attempts,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
424,condition1,5,SUBJ,,match,117,UNGRAM,exposure,0.22,152,SUBJ,32,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,6,SUBJ,,match,14,SUBJ,exposure,0.23,42,SUBJ,33,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,6,SUBJ,,match,102,FILL,exposure,0.97,137,SUBJ,34,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,6,SUBJ,,match,9,SUBJ,exposure,0.29,27,SUBJ,35,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,6,SUBJ,,match,121,UNGRAM,exposure,0.07,156,SUBJ,36,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,7,SUBJ,,match,21,SUBJ,exposure,0.27,63,SUBJ,37,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,7,SUBJ,,match,113,FILL,exposure,0.93,148,SUBJ,38,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,7,SUBJ,,match,18,SUBJ,exposure,0.25,54,SUBJ,39,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,7,SUBJ,,match,126,UNGRAM,exposure,0.05,161,SUBJ,40,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,8,SUBJ,,match,4,SUBJ,exposure,0.13,12,SUBJ,41,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,8,SUBJ,,match,130,UNGRAM,exposure,0.12,165,SUBJ,42,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,8,SUBJ,,match,114,FILL,exposure,0.94,149,SUBJ,43,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,8,SUBJ,,match,5,SUBJ,exposure,0.93,15,SUBJ,44,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,9,SUBJ,,match,12,SUBJ,exposure,0.23,36,SUBJ,45,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,9,SUBJ,,match,6,SUBJ,exposure,0.15,18,SUBJ,46,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,9,SUBJ,,match,105,FILL,exposure,0.47,140,SUBJ,47,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,9,SUBJ,,match,127,UNGRAM,exposure,0.09,162,SUBJ,48,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,10,SUBJ,,match,22,SUBJ,exposure,0.31,66,SUBJ,49,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,10,SUBJ,,match,108,FILL,exposure,0.8,143,SUBJ,50,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,10,SUBJ,,match,128,UNGRAM,exposure,0.01,163,SUBJ,51,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,10,SUBJ,,match,24,SUBJ,exposure,0.28,72,SUBJ,52,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,101,SUBJ,,match,115,FILL,test,0.37,150,SUBJ,53,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,101,SUBJ,,match,30,SUBJ,test,0.34,90,SUBJ,54,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,101,SUBJ,,match,123,UNGRAM,test,0.01,158,SUBJ,55,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,101,SUBJ,,match,32,SUBJ,test,0.34,96,SUBJ,56,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,102,SUBJ,,match,120,UNGRAM,test,0.03,155,SUBJ,57,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,102,SUBJ,,match,26,SUBJ,test,0.39,78,SUBJ,58,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,102,SUBJ,,match,112,FILL,test,0.96,147,SUBJ,59,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,102,SUBJ,,match,29,SUBJ,test,0.38,87,SUBJ,60,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,103,SUBJ,,match,20,SUBJ,test,0.36,60,SUBJ,61,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,103,SUBJ,,match,19,SUBJ,test,0.35,57,SUBJ,62,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,103,SUBJ,,match,107,FILL,test,0.96,142,SUBJ,63,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
424,condition1,103,SUBJ,,match,129,UNGRAM,test,0.03,164,SUBJ,64,,[],25,Yes,,3,2,$2.00,Male,English,No.,Chrome,Windows,720,1280,15.28065,
355,condition1,practice,,,mismatch,practice_good,practice_good,practice_good,0.94,,,0,0,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,practice,,,mismatch,practice_bad,practice_bad,practice_bad,0.01,,,0,0,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,201,SUBJ,,mismatch,105,FILL,pre-exposure,0.78,140,WH,1,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,201,SUBJ,,mismatch,12,WH,pre-exposure,0.21,35,WH,2,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,201,SUBJ,,mismatch,126,UNGRAM,pre-exposure,0.01,161,WH,3,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,201,SUBJ,,mismatch,11,WH,pre-exposure,0.13,32,WH,4,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,202,SUBJ,,mismatch,8,WH,pre-exposure,0.19,23,WH,5,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,202,SUBJ,,mismatch,125,UNGRAM,pre-exposure,0.01,160,WH,6,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,202,SUBJ,,mismatch,10,WH,pre-exposure,0.69,29,WH,7,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,202,SUBJ,,mismatch,101,FILL,pre-exposure,0.96,136,WH,8,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,203,SUBJ,,mismatch,109,FILL,pre-exposure,0.77,144,WH,9,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,203,SUBJ,,mismatch,3,WH,pre-exposure,0.77,8,WH,10,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,203,SUBJ,,mismatch,6,WH,pre-exposure,0.25,17,WH,11,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,203,SUBJ,,mismatch,132,UNGRAM,pre-exposure,0.03,167,WH,12,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,1,SUBJ,,mismatch,1,SUBJ,exposure,0.66,3,WH,13,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,1,SUBJ,,mismatch,108,FILL,exposure,0.96,143,WH,14,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,1,SUBJ,,mismatch,122,UNGRAM,exposure,0,157,WH,15,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,1,SUBJ,,mismatch,16,SUBJ,exposure,0.02,48,WH,16,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,2,SUBJ,,mismatch,124,UNGRAM,exposure,0.03,159,WH,17,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,2,SUBJ,,mismatch,5,SUBJ,exposure,0.69,15,WH,18,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,2,SUBJ,,mismatch,7,SUBJ,exposure,0.45,21,WH,19,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,2,SUBJ,,mismatch,107,FILL,exposure,0.94,142,WH,20,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,3,SUBJ,,mismatch,23,SUBJ,exposure,0.76,69,WH,21,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,3,SUBJ,,mismatch,116,FILL,exposure,0.88,151,WH,22,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,3,SUBJ,,mismatch,131,UNGRAM,exposure,0.03,166,WH,23,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,3,SUBJ,,mismatch,24,SUBJ,exposure,0.03,72,WH,24,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,4,SUBJ,,mismatch,28,SUBJ,exposure,0.74,84,WH,25,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,4,SUBJ,,mismatch,112,FILL,exposure,1,147,WH,26,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,4,SUBJ,,mismatch,129,UNGRAM,exposure,0.03,164,WH,27,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,4,SUBJ,,mismatch,26,SUBJ,exposure,0.62,78,WH,28,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,5,SUBJ,,mismatch,113,FILL,exposure,0.89,148,WH,29,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,5,SUBJ,,mismatch,4,SUBJ,exposure,0.7,12,WH,30,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,5,SUBJ,,mismatch,117,UNGRAM,exposure,0.01,152,WH,31,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,5,SUBJ,,mismatch,14,SUBJ,exposure,0.68,42,WH,32,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,6,SUBJ,,mismatch,114,FILL,exposure,0.91,149,WH,33,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,6,SUBJ,,mismatch,13,SUBJ,exposure,0.14,39,WH,34,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,6,SUBJ,,mismatch,27,SUBJ,exposure,0.8,81,WH,35,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,6,SUBJ,,mismatch,130,UNGRAM,exposure,0.03,165,WH,36,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,7,SUBJ,,mismatch,9,SUBJ,exposure,0.71,27,WH,37,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,7,SUBJ,,mismatch,103,FILL,exposure,0.98,138,WH,38,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,7,SUBJ,,mismatch,20,SUBJ,exposure,0.76,60,WH,39,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,7,SUBJ,,mismatch,118,UNGRAM,exposure,0.04,153,WH,40,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,8,SUBJ,,mismatch,119,UNGRAM,exposure,0.04,154,WH,41,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,8,SUBJ,,mismatch,2,SUBJ,exposure,0.78,6,WH,42,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,8,SUBJ,,mismatch,104,FILL,exposure,0.97,139,WH,43,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,8,SUBJ,,mismatch,21,SUBJ,exposure,0.75,63,WH,44,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,9,SUBJ,,mismatch,110,FILL,exposure,0.99,145,WH,45,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,9,SUBJ,,mismatch,22,SUBJ,exposure,0.87,66,WH,46,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,9,SUBJ,,mismatch,29,SUBJ,exposure,0.74,87,WH,47,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,9,SUBJ,,mismatch,121,UNGRAM,exposure,0.04,156,WH,48,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,10,SUBJ,,mismatch,30,SUBJ,exposure,0.17,90,WH,49,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,10,SUBJ,,mismatch,120,UNGRAM,exposure,0,155,WH,50,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,10,SUBJ,,mismatch,111,FILL,exposure,0.9,146,WH,51,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,10,SUBJ,,mismatch,31,SUBJ,exposure,0.19,93,WH,52,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,101,SUBJ,,mismatch,32,WH,test,0.68,95,WH,53,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,101,SUBJ,,mismatch,25,WH,test,0.63,74,WH,54,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,101,SUBJ,,mismatch,115,FILL,test,0.87,150,WH,55,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,101,SUBJ,,mismatch,127,UNGRAM,test,0.02,162,WH,56,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,102,SUBJ,,mismatch,18,WH,test,0.85,53,WH,57,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,102,SUBJ,,mismatch,123,UNGRAM,test,0.06,158,WH,58,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,102,SUBJ,,mismatch,102,FILL,test,0.98,137,WH,59,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,102,SUBJ,,mismatch,19,WH,test,0.68,56,WH,60,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,103,SUBJ,,mismatch,15,WH,test,0.2,44,WH,61,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,103,SUBJ,,mismatch,106,FILL,test,0.95,141,WH,62,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,103,SUBJ,,mismatch,17,WH,test,0.42,50,WH,63,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
355,condition1,103,SUBJ,,mismatch,128,UNGRAM,test,0,163,WH,64,,[],27,Yes,,3,1,1.50,Female,English,No,Safari,iPhone/iPod,736,414,8.429866666666667,
284,condition1,practice,,,match,practice_good,practice_good,practice_good,0.64,,,0,0,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,practice,,,match,practice_bad,practice_bad,practice_bad,0.11,,,0,0,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,201,WH,,match,104,FILL,pre-exposure,0.72,139,WH,1,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,201,WH,,match,13,WH,pre-exposure,0.11,38,WH,2,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,201,WH,,match,127,UNGRAM,pre-exposure,0.08,162,WH,3,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,201,WH,,match,18,WH,pre-exposure,0.13,53,WH,4,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,202,WH,,match,103,FILL,pre-exposure,0.8,138,WH,5,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,202,WH,,match,12,WH,pre-exposure,0.71,35,WH,6,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,202,WH,,match,125,UNGRAM,pre-exposure,0.14,160,WH,7,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,202,WH,,match,9,WH,pre-exposure,0.75,26,WH,8,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,203,WH,,match,117,UNGRAM,pre-exposure,0.12,152,WH,9,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,203,WH,,match,107,FILL,pre-exposure,0.75,142,WH,10,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
284,condition1,203,WH,,match,2,WH,pre-exposure,0.83,5,WH,11,,[],28,Yes,I enjoyed the study. ,3,2,£2.00,Male,English,I was facing some technical difficulties. But I tried my best to response. ,Firefox,Windows,720,1280,16.076433333333334,
