workerid,proliferate.condition,block_sequence,exposure_condition,first_response_value,group,item_number,item_type,phase,response,sentence_id,test_condition,trial_sequence_total,wrong_attempts,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
99,condition1,9,WH,,match,122,UNGRAM,exposure,0.57,157,WH,45,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,9,WH,,match,101,FILL,exposure,0.29,136,WH,46,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,9,WH,,match,25,WH,exposure,0.54,74,WH,47,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,9,WH,,match,12,WH,exposure,0.58,35,WH,48,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,10,WH,,match,102,FILL,exposure,0.58,137,WH,49,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,10,WH,,match,129,UNGRAM,exposure,0.58,164,WH,50,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,10,WH,,match,14,WH,exposure,0.34,41,WH,51,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,10,WH,,match,20,WH,exposure,0.58,59,WH,52,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,101,WH,,match,31,WH,test,0.62,92,WH,53,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,101,WH,,match,32,WH,test,0.61,95,WH,54,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,101,WH,,match,120,UNGRAM,test,0.63,155,WH,55,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,101,WH,,match,114,FILL,test,0.39,149,WH,56,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,102,WH,,match,103,FILL,test,0.65,138,WH,57,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,102,WH,,match,28,WH,test,0.65,83,WH,58,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,102,WH,,match,29,WH,test,0.28,86,WH,59,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,102,WH,,match,119,UNGRAM,test,0.85,154,WH,60,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,103,WH,,match,27,WH,test,0.7,80,WH,61,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,103,WH,,match,26,WH,test,0.69,77,WH,62,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,103,WH,,match,126,UNGRAM,test,0.69,161,WH,63,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
99,condition1,103,WH,,match,111,FILL,test,0.72,146,WH,64,,[],45,Yes,,3,2, linguistic task ,Male,English,NO,Firefox,Windows,768,1366,16.634283333333332,
101,condition1,practice,,,mismatch,practice_good,practice_good,practice_good,1,,,0,0,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,practice,,,mismatch,practice_bad,practice_bad,practice_bad,0,,,0,0,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,201,SUBJ,,mismatch,118,UNGRAM,pre-exposure,0.02,153,WH,1,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,201,SUBJ,,mismatch,13,WH,pre-exposure,0.59,38,WH,2,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,201,SUBJ,,mismatch,12,WH,pre-exposure,0.38,35,WH,3,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,201,SUBJ,,mismatch,116,FILL,pre-exposure,1,151,WH,4,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,202,SUBJ,,mismatch,9,WH,pre-exposure,0.2,26,WH,5,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,202,SUBJ,,mismatch,103,FILL,pre-exposure,0.83,138,WH,6,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,202,SUBJ,,mismatch,124,UNGRAM,pre-exposure,0.02,159,WH,7,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,202,SUBJ,,mismatch,10,WH,pre-exposure,0.58,29,WH,8,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,203,SUBJ,,mismatch,4,WH,pre-exposure,0.75,11,WH,9,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,203,SUBJ,,mismatch,115,FILL,pre-exposure,0.91,150,WH,10,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,203,SUBJ,,mismatch,120,UNGRAM,pre-exposure,0.02,155,WH,11,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,203,SUBJ,,mismatch,1,WH,pre-exposure,0.37,2,WH,12,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,1,SUBJ,,mismatch,109,FILL,exposure,0.72,144,WH,13,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,1,SUBJ,,mismatch,15,SUBJ,exposure,0.64,45,WH,14,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,1,SUBJ,,mismatch,25,SUBJ,exposure,0.66,75,WH,15,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,1,SUBJ,,mismatch,123,UNGRAM,exposure,0.01,158,WH,16,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,2,SUBJ,,mismatch,110,FILL,exposure,0.98,145,WH,17,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,2,SUBJ,,mismatch,119,UNGRAM,exposure,0.25,154,WH,18,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,2,SUBJ,,mismatch,7,SUBJ,exposure,0.27,21,WH,19,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,2,SUBJ,,mismatch,3,SUBJ,exposure,0.71,9,WH,20,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,3,SUBJ,,mismatch,121,UNGRAM,exposure,0.01,156,WH,21,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,3,SUBJ,,mismatch,5,SUBJ,exposure,0.98,15,WH,22,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,3,SUBJ,,mismatch,108,FILL,exposure,0.96,143,WH,23,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,3,SUBJ,,mismatch,8,SUBJ,exposure,0.99,24,WH,24,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,4,SUBJ,,mismatch,122,UNGRAM,exposure,0.04,157,WH,25,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,4,SUBJ,,mismatch,17,SUBJ,exposure,0.75,51,WH,26,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,4,SUBJ,,mismatch,22,SUBJ,exposure,0.98,66,WH,27,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,4,SUBJ,,mismatch,111,FILL,exposure,0.92,146,WH,28,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,5,SUBJ,,mismatch,127,UNGRAM,exposure,0.01,162,WH,29,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,5,SUBJ,,mismatch,21,SUBJ,exposure,0.8,63,WH,30,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,5,SUBJ,,mismatch,104,FILL,exposure,0.89,139,WH,31,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,5,SUBJ,,mismatch,18,SUBJ,exposure,0.94,54,WH,32,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,6,SUBJ,,mismatch,19,SUBJ,exposure,0.98,57,WH,33,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,6,SUBJ,,mismatch,102,FILL,exposure,0.95,137,WH,34,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,6,SUBJ,,mismatch,14,SUBJ,exposure,0.8,42,WH,35,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,6,SUBJ,,mismatch,131,UNGRAM,exposure,0.01,166,WH,36,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,7,SUBJ,,mismatch,20,SUBJ,exposure,0.07,60,WH,37,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,7,SUBJ,,mismatch,112,FILL,exposure,0.84,147,WH,38,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,7,SUBJ,,mismatch,6,SUBJ,exposure,0.96,18,WH,39,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,7,SUBJ,,mismatch,126,UNGRAM,exposure,0.02,161,WH,40,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,8,SUBJ,,mismatch,107,FILL,exposure,0.93,142,WH,41,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,8,SUBJ,,mismatch,129,UNGRAM,exposure,0.04,164,WH,42,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,8,SUBJ,,mismatch,23,SUBJ,exposure,0.12,69,WH,43,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,8,SUBJ,,mismatch,30,SUBJ,exposure,0.37,90,WH,44,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,9,SUBJ,,mismatch,117,UNGRAM,exposure,0.05,152,WH,45,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,9,SUBJ,,mismatch,11,SUBJ,exposure,0.92,33,WH,46,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,9,SUBJ,,mismatch,113,FILL,exposure,0.93,148,WH,47,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,9,SUBJ,,mismatch,32,SUBJ,exposure,0.94,96,WH,48,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,10,SUBJ,,mismatch,125,UNGRAM,exposure,0.04,160,WH,49,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,10,SUBJ,,mismatch,29,SUBJ,exposure,0.83,87,WH,50,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,10,SUBJ,,mismatch,2,SUBJ,exposure,0.81,6,WH,51,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,10,SUBJ,,mismatch,101,FILL,exposure,0.98,136,WH,52,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,101,SUBJ,,mismatch,28,WH,test,0.91,83,WH,53,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,101,SUBJ,,mismatch,31,WH,test,0.88,92,WH,54,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,101,SUBJ,,mismatch,130,UNGRAM,test,0.05,165,WH,55,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,101,SUBJ,,mismatch,105,FILL,test,0.99,140,WH,56,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,102,SUBJ,,mismatch,26,WH,test,0.96,77,WH,57,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,102,SUBJ,,mismatch,27,WH,test,0.99,80,WH,58,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,102,SUBJ,,mismatch,106,FILL,test,1,141,WH,59,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,102,SUBJ,,mismatch,128,UNGRAM,test,0.32,163,WH,60,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,103,SUBJ,,mismatch,16,WH,test,0.81,47,WH,61,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,103,SUBJ,,mismatch,114,FILL,test,0.97,149,WH,62,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,103,SUBJ,,mismatch,24,WH,test,0.98,71,WH,63,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
101,condition1,103,SUBJ,,mismatch,132,UNGRAM,test,0.29,167,WH,64,,[],27,Yes,,4,-1,,Female,,,Chrome,Windows,768,1366,15.348416666666669,
74,condition1,practice,,,match,practice_good,practice_good,practice_good,0.88,,,0,0,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,practice,,,match,practice_bad,practice_bad,practice_bad,0.18,,,0,0,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,201,WH,,match,107,FILL,pre-exposure,0.94,142,WH,1,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,201,WH,,match,17,WH,pre-exposure,0.98,50,WH,2,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,201,WH,,match,128,UNGRAM,pre-exposure,0.08,163,WH,3,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,201,WH,,match,21,WH,pre-exposure,0.63,62,WH,4,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,202,WH,,match,129,UNGRAM,pre-exposure,0.16,164,WH,5,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,202,WH,,match,15,WH,pre-exposure,0.65,44,WH,6,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,202,WH,,match,9,WH,pre-exposure,0.37,26,WH,7,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,202,WH,,match,115,FILL,pre-exposure,0.92,150,WH,8,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,203,WH,,match,113,FILL,pre-exposure,0.89,148,WH,9,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,203,WH,,match,5,WH,pre-exposure,0.89,14,WH,10,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,203,WH,,match,6,WH,pre-exposure,0.79,17,WH,11,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,203,WH,,match,121,UNGRAM,pre-exposure,0.15,156,WH,12,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,1,WH,,match,4,WH,exposure,0.88,11,WH,13,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,1,WH,,match,120,UNGRAM,exposure,0.14,155,WH,14,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,1,WH,,match,110,FILL,exposure,0.88,145,WH,15,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,1,WH,,match,19,WH,exposure,0.9,56,WH,16,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,2,WH,,match,10,WH,exposure,0.89,29,WH,17,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,2,WH,,match,7,WH,exposure,0.92,20,WH,18,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,2,WH,,match,119,UNGRAM,exposure,0.17,154,WH,19,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,2,WH,,match,102,FILL,exposure,0.87,137,WH,20,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,3,WH,,match,125,UNGRAM,exposure,0.11,160,WH,21,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,3,WH,,match,16,WH,exposure,0.89,47,WH,22,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
74,condition1,3,WH,,match,101,FILL,exposure,0.87,136,WH,23,,[],20,Yes,,2,2,2.50,Female,English,No,Chrome,Windows,720,1280,11.173466666666666,
